company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
"Premier Lifting Services, LLC",premierliftingfl.com,verified,original (confirmed),premierliftingfl.com,Yes,crane / rigging service,yes,"Premier Lifting Services | Lifting, Crane, Rigging and Machine Moving  in Services FL","site: Premier Lifting Services | Lifting, Crane, Rigging and Machine Moving "
"Premier Truck Center, LLC",premiertruckcenterllc.com,verified,original (confirmed),premiertruckcenterllc.com,Yes,heavy truck dealer,yes,Used Trucks Palmetto FL | Used Cars & Trucks FL | Premier Truck Center,"used trucks, Freightliner"
Premium Crane LLC,,no_website,original removed,premiumcranellc.com,Yes,crane service,unknown,,DNS error
Premium Crane SW,,no_website,,,Yes,crane service,unknown,,no domain
Prestige Lifts,prestigelifts.com,verified,original (confirmed),prestigelifts.com,Yes,forklift dealer,unknown,Prestige Lifts - Forklift Dealer & Rentals in Hialeah,forklift dealer & rentals Hialeah
"Pro Crane & Rigging, LLC",procranerigging.com,verified,original (confirmed),procranerigging.com,Yes,crane / rigging service,yes,Home - Pro Crane & Rigging,site: Home - Pro Crane & Rigging
Proctor Aerial Lift Rentals,,no_website,,,Yes,aerial lift rental,unknown,,no domain
Professional Materials Handling,steinbocklift.com,verified,replaced original,sideloadlifts.com,Yes,forklift dealer,yes,Steinbock  | Narrow Aisle Specialists | Turret Forklifts I Side Loaders | Distubuters of Steinbock | BP | Maxtruck | USA,Steinbock narrow aisle forklifts
ProQuip,pro-quipllc.com,verified,original (confirmed),pro-quipllc.com,Yes,construction equipment dealer,yes,Construction Equipment and Heavy Machinery Florida | New and Like New,construction equipment Florida
Quality Brothers Crane Service,,no_website,,,Yes,crane service,unknown,,web search: only different Brothers Crane firms found
Quality Equipment Repair,qualityequipmentfl.com,verified,original (confirmed),qualityequipmentfl.com,Yes,aerial lift repair,yes,"Quality Equipment Repair | Aerial lift service in south Florida | 101 Northwest 18th Avenue, Delray Beach, FL, USA",aerial lift service south Florida
Quality Forklift & Equipment,quality-forklift.com,verified,original (confirmed),quality-forklift.com,Yes,forklift dealer,unknown,Quality Forklift,Quality Forklift
"Quotaserv, Inc",quotaserv.com,verified,original (confirmed),quotaserv.com,Yes,construction equipment dealer / rental,yes,Distribuidores y proveedores de equipos de construcción en EE. UU.,site: Distribuidores y proveedores de equipos de construcción en EE. UU.
R P Lift Services Crane Renting,,no_website,,,Yes,crane service,unknown,,no domain
RamsyTruckSales,ramsytrucksales.com,verified,original (confirmed),ramsytrucksales.com,Yes,heavy truck dealer / service,yes,Ramsy Truck Sales,site: Ramsy Truck Sales
"Rapid Equipment Response, Inc.",rapidequipmentresponse.com,verified,original (confirmed),rapidequipmentresponse.com,Yes,heavy equipment rental,yes,Home,"heavy equipment, generators"
Raymond Handling Consultants,raymondhc.com,verified,original (confirmed),raymondhc.com,Yes,forklift / material handling,yes,Forklift Service & Warehouse Solutions from Raymond Handling Consultants,site: Forklift Service & Warehouse Solutions from Raymond Handling Consultan
Rechtien International Trucks and Idealease of South Florida,rechtien.com,likely,original,rechtien.com,Yes,heavy truck dealer,yes,Attention Required! | Cloudflare,International trucks dealer; blocked
Reliable Lifting Knuckle Boom | Knuckleboom Services | Rigging Services,reliableliftingknuckleboom.com,verified,original (confirmed),reliableliftingknuckleboom.com,Yes,crane / rigging service,yes,Reliable Lifting Knuckle Boom | Florida Knuckle Boom Company,site: Reliable Lifting Knuckle Boom | Florida Knuckle Boom Company
Rent Pro,rentproco.com,verified,original (confirmed),rentproco.com,Yes,construction equipment dealer / rental,yes,"Equipment Rental FL & GA | Excavators, Dozers & More | Rent Pro","site: Equipment Rental FL & GA | Excavators, Dozers & More | Rent Pro"
"Rental Depot of Florida, LLC",rentaldepotflorida.com,verified,original (confirmed),rentaldepotflorida.com,Yes,construction equipment dealer / rental,yes,Rental Depot - Equipment Rentals Made Easy,site: Rental Depot - Equipment Rentals Made Easy
Rental N Depot,rentalndepot.com,verified,original (confirmed),rentalndepot.com,Yes,aerial lift / telehandler,yes,Rental n Depot | Equipment Rentals & Temporary Fencing,site: Rental n Depot | Equipment Rentals & Temporary Fencing
Rental Power Solutions,rentalpowersolutions.com,verified,original (confirmed),rentalpowersolutions.com,Yes,construction equipment dealer / rental,yes,Rental Power Solutions - Florida's leading power generator rental source.,site: Rental Power Solutions - Florida's leading power generator rental sour
Rental World,rentalworldfl.com,verified,original (confirmed),rentalworldfl.com,Yes,general equipment rental,yes,"Party & Equipment Rentals in Kissimmee & St. Cloud, FL","party & equipment rentals, scissor lifts"
Rentalex,rentalex.com,verified,original (confirmed),rentalex.com,Yes,construction equipment rental,unknown,Rentalex Equipment Rentals | Tools & Construction Rentals Tampa,"excavators, skid steers rental"
RenTooL Equipment Rental,rentool-usa.com,verified,original (confirmed),rentool-usa.com,Yes,general equipment rental,yes,RenTool equipment rental,"trenchers, compactors rental"
Rex Rentals,rexrentalsfl.com,verified,original (confirmed),rexrentalsfl.com,Yes,construction equipment dealer / rental,yes,Home,site: Home
Reyest Equipment and Tool Rental,reyesttoolrental.com,verified,original (confirmed),reyesttoolrental.com,Yes,construction equipment rental,yes,Reyest Tool Rental - Hialeah Tool Rental,"excavators, skid steers, boom lifts"
Rhino Equipment Group,rhinoequipment.us,verified,original (confirmed),rhinoequipment.us,Yes,construction equipment dealer / rental,unknown,Rhino Equipment Home - Rhino Equipment,site: Rhino Equipment Home - Rhino Equipment
"Richards Tractors and Implements, Inc.",,no_website,,,Yes,ag equipment dealer,unknown,,"web search: search result ritrackubota.com is dead/parked; Richards Tractors and Implements, Inc. | Homestead, FL"
Rick's Crane Service,rickscraneservices.com,verified,replaced original,rickscraneserviceinc.com,Yes,crane / rigging service,yes,Home | My Site,site: Home | My Site
Ring Power Cat Rental Store,ringpower.com,likely,replaced original,catrental.ringpower.com,Yes,construction equipment rental,yes,,Ring Power Cat dealer
Ring Power Corporation,ringpower.com,verified,original (confirmed),ringpower.com,Yes,construction equipment dealer / rental,yes,Florida's Cat® Equipment Dealer | Ring Power Home,site: Florida's Cat® Equipment Dealer | Ring Power Home
Ring Power Lift Trucks,lifttrucks.ringpower.com,verified,original (confirmed),lifttrucks.ringpower.com,Yes,forklift / material handling,yes,"Forklift Sales, Rentals, & Repair in Florida | Ring Power","site: Forklift Sales, Rentals, & Repair in Florida | Ring Power"
Rio Rental Partners,riorentalpartners.com,verified,original (confirmed),riorentalpartners.com,Yes,construction equipment rental,yes,Rio Rental Partners,excavators rental
Ripping It Outdoors,rippingitoutdoors.com,verified,original (confirmed),rippingitoutdoors.com,Yes,construction equipment dealer / rental,yes,"Premium Outdoor Equipment | Tractors, Skid Steer - Ripping It Outdoors","site: Premium Outdoor Equipment | Tractors, Skid Steer - Ripping It Outdoors"
Ritchie Bros. Auctioneers,rbauction.com,likely,original,rbauction.com,Yes,equipment auctioneer,yes,Site Maintenance,Ritchie Bros; site maintenance
Rivas Bobcat Services,,no_website,,,Yes,excavation contractor,unknown,,no domain; bobcat services
RJB Hydraulic Hammers,besthammers.com,likely,original,besthammers.com,Yes,hydraulic hammers,unknown,Just a moment...,hammers for excavators; blocked
Robinson Equipment Co.,robinsonequipment.com,verified,found,,Yes,heavy equipment dealer,unknown,Robinson Equipment,"site lists Sennebogen, XCMG, Junttan, rental"
Rock & Dirt Construction Equipment Rental Llc,rockdirt.net,verified,original (confirmed),rockdirt.net,Yes,construction equipment rental,yes,Rock & Dirt - Construction & Equipment Rental,title: Rock & Dirt construction equipment rental
Ronco Equipment Rental & Repair,,no_website,,,Yes,equipment rental,unknown,,no site; name equipment rental & repair
Rough & Rugged Industries LLC,roughandruggedindustries.com,verified,original (confirmed),roughandruggedindustries.com,Yes,construction equipment dealer / rental,yes,Skid Steer Rentals in Loxahatchee FL | ROUGH & RUGGED INDUSTRIES LLC,site: Skid Steer Rentals in Loxahatchee FL | ROUGH & RUGGED INDUSTRIES LLC
"Royal Crane Sales, Royal Truck Sales LLC",royalcranes.com,verified,original (confirmed),royalcranes.com,Yes,heavy truck dealer / service,unknown,Home - Royal Truck Sales - Consult the Crane Experts,site: Home - Royal Truck Sales - Consult the Crane Experts
RPM Equipment Sales & Rentals,rpmcrushersandscreens.com,verified,original (confirmed),rpmcrushersandscreens.com,Yes,crusher/screen rental,yes,"Crushers, Screeners, Trommels for Rent/Sale","title: crushers, screeners, trommels for rent/sale"
Rush Forklift,rushforklifts.com,verified,original (confirmed),rushforklifts.com,Yes,construction equipment dealer / rental,yes,Rush Forklifts Miami Dealer - (305) 822-7874,site: Rush Forklifts Miami Dealer - (305) 822-7874
Rutt Services Crane & Rigging,ruttservices.com,verified,original (confirmed),ruttservices.com,Yes,crane / rigging service,yes,Rutt Services - Florida Crane Rental Services,site: Rutt Services - Florida Crane Rental Services
S & R Crane Services,sandrcrane.com,verified,original (confirmed),sandrcrane.com,Yes,crane service,yes,S&R CRANE SERVICE - Home,title: S&R Crane Service
Salco Equipment Rental & Sales,salcoequipment.com,verified,original (confirmed),salcoequipment.com,Yes,aerial lift / telehandler,yes,SALCO Equipment Rental and Sale | Transfers & Repair,site: SALCO Equipment Rental and Sale | Transfers & Repair
Salvage Trucks Auction,salvagetrucksauction.com,verified,original (confirmed),salvagetrucksauction.com,Yes,heavy truck dealer / service,yes,Salvage Trucks for Sale - Online Auction,site: Salvage Trucks for Sale - Online Auction
SANY Dealer Miami,benitezequipment.com,verified,original (confirmed),benitezequipment.com,Yes,heavy equipment dealer,unknown,"SANY Heavy Equipment | Sales, Rentals, Parts & Service",title: SANY heavy equipment sales/rentals (Benitez)
Sawgrass New Holland,sawgrassnh.com,likely,original,sawgrassnh.com,Yes,ag equipment dealer,unknown,,New Holland dealer; site blocked
Saxton Skidsteer Services,,no_website,,,Yes,skid steer services,unknown,,no site; name skid steer services
Sayco Equipment Sales Inc,saycoequipmentsales.com,verified,original (confirmed),saycoequipmentsales.com,Yes,forklift dealer,yes,"Sayco Equipment Sales Inc. - Forklift Service, Forklift Sales","title: forklift service, forklift sales"
SB Tree Service: Tree Removal & Trimming,sbtreeservice.com,verified,original (confirmed),sbtreeservice.com,Yes,crane / rigging service,yes,"Daytona Beach Tree Service, Tree Removal, Tree Trimming Company","site: Daytona Beach Tree Service, Tree Removal, Tree Trimming Company"
Seabird Tool Sales & Rental LLC,seabirdtools.com,verified,original (confirmed),seabirdtools.com,Yes,construction equipment dealer / rental,yes,"Construction Tools and Equipment for sale and rent In Miami
– Seabird Tool Sales & Rental","site: Construction Tools and Equipment for sale and rent In Miami
– Seabird "
Select Crane Sales,selectcrane.com,verified,original (confirmed),selectcrane.com,Yes,crane / rigging service,yes,"Cranes for Sale, Rentals, Parts & Service | Select Crane | Select Crane","site: Cranes for Sale, Rentals, Parts & Service | Select Crane | Select Cran"
Seminole Forklift,,no_website,,,Yes,forklift dealer,unknown,,no site; name forklift
Service Rents LLC,servicerents.com,verified,original (confirmed),servicerents.com,Yes,aerial lift rental,yes,Scissor Lift Rental Orlando & Central FL | $120/Day,title: scissor lift rental Orlando
Service Trucks for Sale and Bucket Trucks for Sale,serviceandbuckettrucks.com,verified,original (confirmed),serviceandbuckettrucks.com,Yes,heavy truck dealer,yes,HOME | serviceandbuckettrucksforsaleinflorida,service and bucket trucks for sale
Setanta Machinery,setantamachinery.com,likely,original,setantamachinery.com,Yes,heavy equipment dealer,unknown,Just a moment...,blocked; machinery name
"Shelby Crane Service, Inc",shelbycraneservice.com,verified,original (confirmed),shelbycraneservice.com,Yes,crane / rigging service,unknown,Shelby Crane Service | Commercial Crane Rental & 24/7 Lifting Experts,site: Shelby Crane Service | Commercial Crane Rental & 24/7 Lifting Experts
Sims Crane & Equipment Co.,simscrane.com,verified,original (confirmed),simscrane.com,Yes,crane / rigging service,yes,Home - Sims Crane,site: Home - Sims Crane
"Skid-Steer, Exeavater, Serviees ZSM GROUP LLC",,no_website,,,Yes,excavation contractor,unknown,,web search: no relevant results
"Sky Blue Crane Services, LLC",skybluetruckingandcranes.com,verified,original (confirmed),skybluetruckingandcranes.com,Yes,crane / rigging service,yes,"Sky Blue Trucking and Cranes Services | Tampa, FL","site: Sky Blue Trucking and Cranes Services | Tampa, FL"
Sky High Lift Rentals,skyhighliftrentals.com,verified,original (confirmed),skyhighliftrentals.com,Yes,aerial lift / telehandler,yes,Rent Boom Lifts - Sky High Lift Rentals,site: Rent Boom Lifts - Sky High Lift Rentals
Sky Limit Crane & Rigging,skylimitcrane.com,verified,original (confirmed),skylimitcrane.com,Yes,crane / rigging service,unknown,Crane Rental & Rigging Services | Sky Limit Crane & Rigging,site: Crane Rental & Rigging Services | Sky Limit Crane & Rigging
Smith Ag. Equipment,,no_website,,,Yes,ag equipment dealer,yes,,listed domain belongs to another business; site is accounting firm
South Brevard Equipment Rental & Sales,southbrevardrental.com,likely,original,southbrevardrental.com,Yes,construction equipment rental,unknown,,blocked; name equipment rental & sales
South Florida Equipment Rentals,southflequipmentrentals.com,verified,original (confirmed),southflequipmentrentals.com,Yes,construction equipment rental,unknown,South Florida Equipment Rentals LLC,title: South Florida Equipment Rentals LLC
South Florida Truck & Equipment,southfloridatruck.com,verified,found,,Yes,heavy truck dealer / service,yes,South Florida Truck Sales - Home,site: South Florida Truck Sales - Home
