company_name,original_domain,domain,domain_status,domain_confidence,heavy_equipment,category,qualification_source,us_based,notes,issue_flagged
EVS MECHANICAL INC,evsmechanicalcorp.com,evsmechanicalcorp.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
EVS Rentals & Studios,evsrentals.com,evsrentals.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Exact Corporation,exactcorp.com,exactcorp.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Excavating Santa Barbara,excavatingsantabarbara.com,excavatingsantabarbara.com,original,,Yes,,name/domain rules,,"name: ""excavat""",
Excessive Lift,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""lifts""",missing
Exclusive British European Inc.,ebemotors.com,ebemotors.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Exim Engineering Inc.,eximeng.com,eximeng.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Experienced Tractor Parts,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""tractors""",missing
Express Lighting & Grip,expresslg.com,expresslg.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""lighting""",
Express Rental Trailers,expresssrentals.com,expresssrentals.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Extra Equipment Sales,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Ez Machinery,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""machinery""",missing
EZ Rentals,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
EZ Rig Crane,ezrigcrane.com,ezrigcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
F&A Plumbing&Rooter,fandaplumbing.com,fandaplumbing.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""plumb""",
F.H. Dailey Chevrolet,fhdailey.com,fhdailey.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""chevrolet""",
F & H Food Equipment Co.,fandh.com,fandh.com,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment"" qualified by non-heavy term ""food""",domain does not match name
"F&Q Pumps, Inc",fqpumps.com,fqpumps.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
F.S.E. Inc.,fsesd.com,fsesd.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Facilities Engineering,bridge-cranes.com,bridge-cranes.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); domain: ""crane""",domain does not match name
Fagan High Reach and Equipment,faganhighreach.com,faganhighreach.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Fairfield Bounce House Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""bounce""",missing
Fairfield City Porta Potty Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Fairfield Construction Supply,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""suppl(y|ies)""",missing
Fairprice Movers - Santa Cruz,fairpricemovers.com,fairpricemovers.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""movers""",
Fairway EV,gofairwayev.com,gofairwayev.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Fallbrook Equipment Rentals,fallbrookrental.com,fallbrookrental.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Far West Equipment Dealers Association,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Far West Rents & Ready Mix,farwestrents.com,farwestrents.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates heavy equipment business,
Farm 121 Sanitation,farm121sanitation.com,farm121sanitation.com,original,,No,,name/domain rules,,"name: ""farm"" qualified by non-heavy term ""sanitation""",
Farm and Harvest Machinery,harvestmach.com,harvestmach.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Farm Parts Store,farmpartsstore.com,farmpartsstore.com,original,,Yes,,name/domain rules,,"name: ""farm""",
Farm Supply Co,farmsupplycompany.com,farmsupplycompany.com,original,,Yes,,name/domain rules,,"name: ""farm""",
Farmers Tractor & Equip Co,farmerstractorandequipment.com,farmerstractorandequipment.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Fast Crane Services Inc,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",missing
Fat Tire Bike Rentals,fattirebikerentals.org,fattirebikerentals.org,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""bikes""",
FBN,fbn.com,fbn.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Federico's Medical Mobility Supply,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""medical""",missing
Feed Barn,feed-barn.com,feed-barn.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""feed""",
Feed Barn,feedbarnpetsupply.com,feedbarnpetsupply.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""feed""",
"FenceScreen, LLC.",fencescreen.com,fencescreen.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""fenc(e|ing)""",
Ferguson Home,fergusonhome.com,fergusonhome.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
"FHA Services, Inc.",fhaservices.com,fhaservices.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
FieldNest Portable Toilets,fieldnestportabletoilets.cyou,fieldnestportabletoilets.cyou,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""porta""",
Fiesta LA Party Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""party""",missing
Finger Forklift & Equipment,fingerforklift.com,fingerforklift.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
"Finnco Services, Inc.",finncoservices.com,finncoservices.com,original,,Yes,forklift dealer,AI review (name/domain),,name/domain indicates heavy equipment business,
Fire Extinguisher Services of Modesto,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""fire (protection|extinguisher|safety)""",missing
First Call AC & Heating Repair,firstcallairconditioning.com,firstcallairconditioning.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""heating""",
Fischer Tool & Garden - AMSOIL Independent Dealer,fischertoolandgarden.com,fischertoolandgarden.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""garden""",
Five Star Rancho Palos Verdes HVAC Repair,fivestarranchopalosverdeshvacrepair.site,fivestarranchopalosverdeshvacrepair.site,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""hvac""",
Fixall Equipment,fixallequipment.com,fixallequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
FJM Truck & Trailer Center,fjmtruckcenter.com,fjmtruckcenter.com,original,,Yes,heavy truck dealer,AI review (name/domain),,name/domain indicates heavy equipment business,
Flatbed Truck Services California,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""trucks""",missing
Fleets 101 Inc,fleets101.com,fleets101.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Flexus Enterprises Corp,usa-dealer.net,usa-dealer.net,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,domain does not match name
Flores affordable tools and hardware,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""tools""",missing
Florin Tractor Parts,partsfocus.com,partsfocus.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Flory Industries,goflory.com,goflory.com,original,,Yes,ag equipment manufacturer,AI review (name/domain),,name/domain indicates heavy equipment business,
FlowAir Moreno Valley AC Repair LLC,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""ac""",missing
FMI Equipment,fmiequipment.com,fmiequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Folding Hand Truck For Sale,foldinghandtruckforsalelos.site,foldinghandtruckforsalelos.site,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Folsom Ranch Event Rentals,folsomrancheventrentals.com,folsomrancheventrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Fontana Equipment Rentals,fontanaequipment.com,fontanaequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
fontana truck and equipment,fontanatruckandequipment.com,fontanatruckandequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Foothill Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
"Foothill Integrated Systems, Inc.",foothillav.com,foothillav.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
"Foothills Equipment Rental | Best Prices, FAST & FREE delivery",foothillsequipmentrental.com,foothillsequipmentrental.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Forbest Products Co.,forbestusa.com,forbestusa.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
"Force Crushing, LLC.",forcecrushing.com,forcecrushing.com,original,,Yes,crushing contractor,AI review (name/domain),,name/domain indicates heavy equipment business,
Ford Backhoe & Tractor Services,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""tractors""",missing
Forespar Products Corporation,forespar.com,forespar.com,original,,No,unrelated/other,AI review (name/domain),,name/domain indicates non-heavy-equipment business,
Forest Home Farms Historic Park,sanramon.ca.gov,sanramon.ca.gov,not_researched,,No,historic park,AI review (name only),,domain not researched (web-search limit reached); no clear signal in name,domain does not match name
Fork Lift by Nugget Market,forkliftgrocery.com,forkliftgrocery.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forkeq Group,forkeq.com,forkeq.com,original,,Yes,forklift dealer,AI review (name/domain),,name/domain indicates heavy equipment business,
Forklift Academy,forkliftacademy.com,forkliftacademy.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Batteries & Chargers,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
Forklift Battery Restore,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
Forklift Buyers Heavy Equipment buyers,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
Forklift Clinic,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
Forklift Connection,forkliftconnection.com,forkliftconnection.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
forklift forks center,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
"Forklift Mobile, Incorporated",forkliftmobile.com,forkliftmobile.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Nation,forkliftnation.com,forkliftnation.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Parts,forkliftpartsfullerton.com,forkliftpartsfullerton.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Parts MFG. Co. Inc.,forkliftpartsinc.com,forkliftpartsinc.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Parts Near Me | Riser Forklift,forkliftpartsnearme.com,forkliftpartsnearme.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift & Parts of LA,forkliftandparts.net,forkliftandparts.net,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Forklift Repair Co.,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
FORKLIFT REPAIR PARTS SERVICES LIFT ALL FORKLIFT PARTS & SERVICES,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
