company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
GTR Sound Equipment Rental Srevices,,no_website,original removed,gatheringguide.com,No,AV rental,unknown,,listed domain belongs to another business; event directory site
H & K Equipment,hkequipmentsupply.com,verified,original (confirmed),hkequipmentsupply.com,Yes,forklift / material handling,yes,Home - H & K Equipment,site: Home - H & K Equipment
H&M Equipment Solutions,hmequipmentsolutions.com,verified,original (confirmed),hmequipmentsolutions.com,Yes,construction equipment rental,yes,equipment rental,"skid steer, mini excavator rental"
HEART of Arkansas Towing & U-Haul,,no_website,original removed,hinessc.com,No,towing,yes,,"listed domain belongs to another business; auto repair shop, different name"
Heartland Equipment Inc,heartlandfarmequipment.com,likely,original,heartlandfarmequipment.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked; domain matches
HeavyRig,heavyrig.com,likely,original,heavyrig.com,Yes,heavy haul,unknown,Just a moment...,blocked
Henard Foothills Equipment,henardfoothills.com,likely,original,henardfoothills.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,Vercel checkpoint; domain matches
hix equipment rental,hixequipmentrentals.com,verified,original (confirmed),hixequipmentrentals.com,Yes,construction equipment dealer / rental,yes,Equipment Rentals | Hixequipmentrentals.com,site: Equipment Rentals | Hixequipmentrentals.com
Hoco Turf Outdoor Equipment Sales & Service,hocoturf.com,likely,original,hocoturf.com,No,outdoor power equipment,unknown,Just a moment...,blocked; name says turf outdoor equipment
"Holmes Erection, Inc.",holmeserection.com,verified,original (confirmed),holmeserection.com,Yes,crane / rigging service,yes,"Metal Building Erection | Fort Smith, AR | Holmes Erection Inc.","site: Metal Building Erection | Fort Smith, AR | Holmes Erection Inc."
Hugg & Hall Equipment Co.,hugghall.com,verified,original (confirmed),hugghall.com,Yes,forklift / material handling,unknown,"Hugg & Hall | Leading Equipment Dealer in Arkansas, Louisiana, Oklahoma, Missouri, & Texas","site: Hugg & Hall | Leading Equipment Dealer in Arkansas, Louisiana, Oklahom"
Hum's Hardware & Rental,humsnlr.com,likely,original,humsnlr.com,Unsure,hardware & rental,unknown,,blocked; hardware store with rental
Integrity Equipment Solutions,integrityequipmentsolutions.com,verified,original (confirmed),integrityequipmentsolutions.com,No,restaurant supply,yes,"Restaurant Supply | Integrity Equipment Solutions | Conway, Arkansas","title: restaurant supply, Conway AR"
Jackson Equipment Rentals & Supplies LLC,jacksonequiprental.com,verified,original (confirmed),jacksonequiprental.com,Yes,construction equipment dealer / rental,yes,HOME | Jackson Equipment,site: HOME | Jackson Equipment
Jay Gipson Crane Services,gipsoncrane.com,verified,original (confirmed),gipsoncrane.com,Yes,crane / rigging service,yes,"Gipson Crane Service, Inc. – Crane And Equpment Rental & Leasing","site: Gipson Crane Service, Inc. – Crane And Equpment Rental & Leasing"
Jesse truck and trailer,,no_website,,,Unsure,truck & trailer,unknown,,no domain found
Jim's Crane Rental Service,jimscrane.net,no_website,found,,Yes,crane service,unknown,"Jims Crane Service Crane Rentals Calgary, Alberta","listed domain belongs to another business; site is Jim's Crane Calgary, Alberta; different company"
jk farm equipment,jkfarmandequipment.com,likely,found,,Yes,ag equipment dealer,unknown,,"found via web search: web search: JK Farm & Equipment LLC, US"
Jones Feed Store,,no_website,,,No,feed store,unknown,,no domain; feed store
Jonesboro Tractor Sales,,no_website,,,Yes,ag equipment dealer,unknown,,no domain; tractor sales
K.C Treasures Bounce House Rentals,kctreasures.net,verified,original (confirmed),kctreasures.net,No,party / event rental,unknown,Arkansas's Premium Party and Event Rentals | K.C. Treasures Bounce House Rentals,site: Arkansas's Premium Party and Event Rentals | K.C. Treasures Bounce Hou
K.C. Treasures Event Rentals,fortsmitheventrentals.com,verified,original (confirmed),fortsmitheventrentals.com,No,party / event rental,unknown,K.C. Treasures Event Rentals Fort Smith AR - Event Rentals Tents Tables Chairs Ice Rink,site: K.C. Treasures Event Rentals Fort Smith AR - Event Rentals Tents Table
Lee Sales,lanceleesales.com,likely,original,lanceleesales.com,Yes,tractor & equipment sales,yes,Lee Auto and Equipment Sales,"title: Lee Auto and Equipment Sales, tractors"
Lift Truck Service Center,lifttruckservicecenterinc.com,verified,original (confirmed),lifttruckservicecenterinc.com,Yes,construction equipment dealer / rental,yes,Lift Truck Service Center,site: Lift Truck Service Center
Little Rock Equipment Sales,,no_website,,,Unsure,equipment sales,unknown,,listed domain belongs to another business; littlerock.com is city tourism guide
LPS Material Handling,lps-mhe.com,verified,original (confirmed),lps-mhe.com,Yes,forklift dealer,yes,"New Forklift & Material Handling Equipment Sales | 2 Dealerships In Van Buren & Springdale, AR | LPS Material Handling",title: forklift & material handling sales
M2 Equipment and Rentals,,no_website,,,Unsure,equipment rental,unknown,,no domain found
Main Street Tractor-Implement,,no_website,,,Yes,ag equipment dealer,unknown,,no domain; tractor-implement name
Major A Yard Games & Inflatables,majorayardgames.com,verified,original (confirmed),majorayardgames.com,No,party rental,yes,"Bounce House & Party Rentals Conway, AR | Major A Yard Games",bounce house & party rentals Conway AR
Maple Cooling Systems Rogers,maplecoolingsystemsrogers.site,verified,original (confirmed),maplecoolingsystemsrogers.site,No,hvac,yes,Maple Cooling Systems Rogers | Expert Air Conditioning Repair Service,AC repair Rogers AR
Mark's Machinery & More,marksmachinery.net,verified,original (confirmed),marksmachinery.net,No,woodworking/metalworking tools,yes,Mark's Machinery & More,site sells woodworking/metalworking tools
McCormick Equipment Rental,,no_website,original removed,mccormickequipmentrentals.com,Yes,construction equipment rental,unknown,,listed domain belongs to another business; mccormick.com is spice company
Midwest Equipment NWA Of Harrison,midwestequipmentnwa.com,likely,original,midwestequipmentnwa.com,Unsure,equipment dealer,unknown,Just a moment...,blocked; name matches
Miller Equipment & Truck Sales LLC,millerequipmentsales.com,likely,original,millerequipmentsales.com,Yes,truck & equipment sales,unknown,Just a moment...,blocked; domain matches name
Mitchell Equipment Sales and Rental,mitchellsequipmentsales.com,likely,original,mitchellsequipmentsales.com,Yes,equipment sales & rental,unknown,Just a moment...,blocked; domain matches name
Moody Equipment,moodyeq.com,likely,original,moodyeq.com,Unsure,equipment dealer,unknown,Just a moment...,blocked; domain matches name
Mooney Crane Rental,mooneycrane.com,verified,original (confirmed),mooneycrane.com,Yes,crane / rigging service,yes,Crane Rental Services | Mooney Crane | AR,site: Crane Rental Services | Mooney Crane | AR
"Multi-Craft Contractors, Inc.",multi-craft.net,verified,original (confirmed),multi-craft.net,Yes,millwright/crane & rigging,yes,"Multi-Craft Contractors, Inc. - Arkansas, Missouri, and USA","MCC: millwrighting, crane & rigging, mechanical"
Nabholz,nabholz.com,verified,original (confirmed),nabholz.com,No,general contractor,yes,Nabholz. Grow. Serve. Build.,national commercial construction contractor
Nabholz Cranes & Riggings,nabholz.com,likely,found,,Yes,crane & rigging,yes,,division of Nabholz; parent site
Natural State Inflatables (Bounce House Rentals in NWA),naturalstateinflatables.com,verified,original (confirmed),naturalstateinflatables.com,No,party rental,yes,Natural State Inflatables | Bounce House Rental | Northwest Arkansas,bounce house rental NWA
North-Ark Crane Service,,no_website,,,Yes,crane service,unknown,,no domain; crane service name
North Harbor Air Works,northharborairworks.site,verified,original (confirmed),northharborairworks.site,No,hvac,yes,"North Harbor Air Works | 24/7 Air Conditioning Repair & HVAC Service in Bentonville, AR",24/7 AC repair & HVAC
NWA Crane,nwacrane.com,verified,original (confirmed),nwacrane.com,Yes,crane service,yes,NWA Crane,"title: NWA Crane; cranes, rigging"
NWA Equipment Rentals,nwaequipmentrental.com,verified,original (confirmed),nwaequipmentrental.com,Yes,construction equipment dealer / rental,yes,NWA Equipment Rental,site: NWA Equipment Rental
NWA Tractor & Turf,nwatractor.com,verified,original (confirmed),nwatractor.com,Yes,ag equipment dealer,yes,"NWA Tractors & Turf | Mowers, Tractors, & Trailers for Sale","LS tractors, mowers, trailers Springdale AR"
Parker Construction Equipment Rental,parker-construction.com,no_website,found,,Unsure,equipment rental,unknown,PARKER CONSTRUCTION,"listed domain belongs to another business; site is remodeling contractor, not rental"
Partners Outdoor Equipment,partnersoutdoorequipment.com,verified,original (confirmed),partnersoutdoorequipment.com,No,outdoor power equipment,yes,Home | Partners Outdoor Equipment | Small Engine Repair Shop,small engine/mower repair shop
Perrin & Gray Tractor,graybrotherskubota.com,likely,original,graybrotherskubota.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,Kubota dealer domain; blocked
Pine Bluff Portable Toilet Rentals,,no_website,,,No,portable toilets,unknown,,no domain; portable toilets
Pine Bluff Truck & Trailer,pineblufftruckandtrailer.com,verified,original (confirmed),pineblufftruckandtrailer.com,Yes,heavy truck & trailer parts,yes,Home - Pine Bluff Truck & Trailer Inc.,trailer parts supplier Pine Bluff
Pratt Skidsteer Rentals,,no_website,,,Yes,construction equipment rental,unknown,,no domain; skid steer rental
Price Ag,priceag.com,verified,original (confirmed),priceag.com,Yes,ag / tractor equipment dealer,yes,Price AG,site: Price AG
"PRO-Link, INC",pro-link.us,verified,original (confirmed),pro-link.us,Yes,forklift / material handling,yes,"Bale Spears, Farm Attachments & Forks | PRO-Link","site: Bale Spears, Farm Attachments & Forks | PRO-Link"
Proline Equipment,vezosarkansas.com,no_website,original,vezosarkansas.com,Unsure,equipment dealer,yes,"Striping Equipment Pine Bluff, AR | Sign up for New Models Before Inventory Runs Out | Proline Equipment","listed domain belongs to another business; site is striping equipment, name mismatch"
Quality Farm Supply,qualityfarmsupply.com,verified,original (confirmed),qualityfarmsupply.com,Yes,ag equipment parts,yes,Quality Farm Supply | Premium Agricultural Replacement Parts,"ag replacement parts for tractors, combines"
R & R Farm Equipment Inc.,rrfarmequipment.com,verified,original (confirmed),rrfarmequipment.com,Yes,ag / tractor equipment dealer,yes,R&R Farm Equipment Rrfarmequipment in Jonesboro AR | R & R Farm Equipment | Camp Shop,site: R&R Farm Equipment Rrfarmequipment in Jonesboro AR | R & R Farm Equipm
Ranalli Farms & Equipment,ranallifarms.com,verified,original (confirmed),ranallifarms.com,Yes,ag equipment dealer,yes,"Ranalli Farms | Tontitown, Arkansas","farm equipment, trailers, Tontitown AR"
Reed's Outdoor,reeds-outdoor.com,likely,original,reeds-outdoor.com,Unsure,outdoor equipment,unknown,Just a moment...,blocked; domain matches
Rent One,shoprentone.com,verified,original (confirmed),shoprentone.com,No,rent-to-own furniture,yes,"Rent To Own Furniture, Electronics & Appliances | Rent One",rent-to-own furniture & electronics
Rick's Service Company,,no_website,,,Unsure,service company,unknown,,no domain found
Ridge Point Air Systems,ridgepointairsystems.site,verified,original (confirmed),ridgepointairsystems.site,No,hvac,yes,"Ridge Point Air Systems | Expert AC Repair in Rogers, AR",AC repair Rogers AR
"Riggs Cat Equipment - New, Used, Rental, Parts, Service",riggscat.com,verified,original (confirmed),riggscat.com,Yes,construction equipment dealer,yes,"Riggs Cat | New, Used, Rental, Parts, Service","Cat dealer new, used, rental Arkansas"
Riggs Cat Rentals,riggsrents.com,verified,original (confirmed),riggsrents.com,Yes,construction equipment rental,yes,Equipment and Tool Rentals | Riggs Cat Rentals,Riggs Cat Rentals equipment rental
River Valley Tractor,rivervalleytractor.com,likely,original,rivervalleytractor.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,blocked; domain matches tractor name
Roadside Services Towing of NWA,roadsideservicestowing.com,likely,original,roadsideservicestowing.com,No,towing,unknown,,blocked; towing service
Robbie's Equipment Sales & Rental,robbiesequip.com,likely,original,robbiesequip.com,Yes,equipment sales & rental,unknown,Just a moment...,blocked; domain matches
Routh Sales and Rental,routhsalesandrental.com,likely,original,routhsalesandrental.com,Unsure,sales & rental,unknown,Just a moment...,blocked; domain matches
Sanders Equipment Company,sandersequipment.com,no_website,found,,Unsure,equipment company,unknown,Used Industrial Centrifuges | Sanders Equipment Company,listed domain belongs to another business; site sells used industrial centrifuges
Scott Equipment Company,scottcompanies.com,verified,original (confirmed),scottcompanies.com,Yes,construction equipment dealer,unknown,"Heavy Construction Equipment Rentals and Sales - Scott Equipment, LLC",heavy construction equipment rentals & sales
Sharp Equipment,sharpequip.com,verified,original (confirmed),sharpequip.com,Yes,construction equipment & supply,yes,Home - Sharp Equipment,"hydraulic service, equipment, heavy equipment"
Sherwood Tractor,sherwoodtractorinc.com,verified,original (confirmed),sherwoodtractorinc.com,Yes,ag / tractor equipment dealer,yes,"Sherwood Tractor | Rose Bud & Atkins, AR | Tractor Dealer","site: Sherwood Tractor | Rose Bud & Atkins, AR | Tractor Dealer"
